,batch,method,dataset,selection_id,data_id,file_names,selection_name,processing,ct_key,n_cts,cells_per_ct_seed,cells_per_ct,bootstrap_seed,permutation,n,gene_key,batch_key,method_specific_processing
17,batch_permutations_bone_marrow,spapros,bone_marrow,1,58,selection/spapros_0_bone_marrow_58.csv,spapros_0_bone_marrow_58,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_17,50,highly_variable,id,False
18,batch_permutations_bone_marrow,spapros,bone_marrow,1,59,selection/spapros_0_bone_marrow_59.csv,spapros_0_bone_marrow_59,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_18,50,highly_variable,id,False
19,batch_permutations_bone_marrow,spapros,bone_marrow,1,60,selection/spapros_0_bone_marrow_60.csv,spapros_0_bone_marrow_60,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_19,50,highly_variable,id,False
20,batch_permutations_bone_marrow,spapros,bone_marrow,1,61,selection/spapros_0_bone_marrow_61.csv,spapros_0_bone_marrow_61,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_20,50,highly_variable,id,False
21,batch_permutations_bone_marrow,spapros,bone_marrow,1,62,selection/spapros_0_bone_marrow_62.csv,spapros_0_bone_marrow_62,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_21,50,highly_variable,id,False
22,batch_permutations_bone_marrow,spapros,bone_marrow,1,63,selection/spapros_0_bone_marrow_63.csv,spapros_0_bone_marrow_63,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_22,50,highly_variable,id,False
23,batch_permutations_bone_marrow,spapros,bone_marrow,1,64,selection/spapros_0_bone_marrow_64.csv,spapros_0_bone_marrow_64,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_23,50,highly_variable,id,False
24,batch_permutations_bone_marrow,spapros,bone_marrow,1,65,selection/spapros_0_bone_marrow_65.csv,spapros_0_bone_marrow_65,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_24,50,highly_variable,id,False
25,batch_permutations_bone_marrow,spapros,bone_marrow,1,66,selection/spapros_0_bone_marrow_66.csv,spapros_0_bone_marrow_66,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_25,50,highly_variable,id,False
26,batch_permutations_bone_marrow,spapros,bone_marrow,1,67,selection/spapros_0_bone_marrow_67.csv,spapros_0_bone_marrow_67,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_26,50,highly_variable,id,False
27,batch_permutations_bone_marrow,spapros,bone_marrow,1,68,selection/spapros_0_bone_marrow_68.csv,spapros_0_bone_marrow_68,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_27,50,highly_variable,id,False
28,batch_permutations_bone_marrow,spapros,bone_marrow,1,69,selection/spapros_0_bone_marrow_69.csv,spapros_0_bone_marrow_69,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_28,50,highly_variable,id,False
29,batch_permutations_bone_marrow,spapros,bone_marrow,1,70,selection/spapros_0_bone_marrow_70.csv,spapros_0_bone_marrow_70,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_29,50,highly_variable,id,False
30,batch_permutations_bone_marrow,spapros,bone_marrow,1,71,selection/spapros_0_bone_marrow_71.csv,spapros_0_bone_marrow_71,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_30,50,highly_variable,id,False
31,batch_permutations_bone_marrow,spapros,bone_marrow,1,72,selection/spapros_0_bone_marrow_72.csv,spapros_0_bone_marrow_72,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_31,50,highly_variable,id,False
32,batch_permutations_bone_marrow,spapros,bone_marrow,1,73,selection/spapros_0_bone_marrow_73.csv,spapros_0_bone_marrow_73,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_32,50,highly_variable,id,False
33,batch_permutations_bone_marrow,spapros,bone_marrow,1,74,selection/spapros_0_bone_marrow_74.csv,spapros_0_bone_marrow_74,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_33,50,highly_variable,id,False
34,batch_permutations_bone_marrow,spapros,bone_marrow,1,75,selection/spapros_0_bone_marrow_75.csv,spapros_0_bone_marrow_75,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_34,50,highly_variable,id,False
35,batch_permutations_bone_marrow,spapros,bone_marrow,1,76,selection/spapros_0_bone_marrow_76.csv,spapros_0_bone_marrow_76,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_35,50,highly_variable,id,False
36,batch_permutations_bone_marrow,spapros,bone_marrow,1,77,selection/spapros_0_bone_marrow_77.csv,spapros_0_bone_marrow_77,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_36,50,highly_variable,id,False
37,batch_permutations_bone_marrow,spapros,bone_marrow,1,78,selection/spapros_0_bone_marrow_78.csv,spapros_0_bone_marrow_78,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_37,50,highly_variable,id,False
38,batch_permutations_bone_marrow,spapros,bone_marrow,1,79,selection/spapros_0_bone_marrow_79.csv,spapros_0_bone_marrow_79,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_38,50,highly_variable,id,False
39,batch_permutations_bone_marrow,spapros,bone_marrow,1,80,selection/spapros_0_bone_marrow_80.csv,spapros_0_bone_marrow_80,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_39,50,highly_variable,id,False
40,batch_permutations_bone_marrow,spapros,bone_marrow,1,81,selection/spapros_0_bone_marrow_81.csv,spapros_0_bone_marrow_81,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_40,50,highly_variable,id,False
41,batch_permutations_bone_marrow,spapros,bone_marrow,1,82,selection/spapros_0_bone_marrow_82.csv,spapros_0_bone_marrow_82,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_41,50,highly_variable,id,False
42,batch_permutations_bone_marrow,spapros,bone_marrow,1,83,selection/spapros_0_bone_marrow_83.csv,spapros_0_bone_marrow_83,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_42,50,highly_variable,id,False
