data_id,dataset,processing,ct_key,n_cts,cells_per_ct_seed,cells_per_ct,bootstrap_seed,permutation
65,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_24
66,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_25
67,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_26
68,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_27
69,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_28
70,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_29
71,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_30
72,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_31
73,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_32
74,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_33
75,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_34
76,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_35
77,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_36
78,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_37
79,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_38
80,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_39
81,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_40
82,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_41
83,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut.csv:permutation_42
84,bone_marrow,lognorm,cell_type,None,0,None,None,None
85,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut_one.csv:permutation_0
86,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut_one.csv:permutation_1
87,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut_one.csv:permutation_2
88,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut_one.csv:permutation_3
89,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut_one.csv:permutation_4
90,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut_one.csv:permutation_5
91,bone_marrow,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/bone_marrow_permut_one.csv:permutation_6
